id,title,room,day,no,elevator_pitch,prerequisite_knowledge,audience_takeaway,talk_format,audience_python_level,audience_expertise,track,lang_of_talk,lang_of_slide,description,name,profile
100024,クロージング,#pyconjp_1,2,,,,,,,,,,,,,
100025,スポンサーバネルディスカッション,,2,,"ランチタイムにスポンサーによるパネルディスカッションを開催します。
ランチが始まったらご飯を準備いただき、パネルディスカッションはご飯を食べながら是非お聞きください。",,,,,,,,,,,
100026,一般社団法人PyCon JP Association 公開会議,,1,,,,,,,,,,,,,
202715,2020年代のコンテナ時代のPythonアーキテクチャ&デプロイ,#pyconjp_4,1,1,機械学習をAPIサービスとして実装するか、バッチ処理にするか、はたまた通常のウェブアプリを実装するかによらず、デプロイ手段として重要度が増しているのがコンテナです。ローカルで開発環境を作る上でも便利です。コンテナに適したアプリケーションの作法を学ぶとともに、asyncioを使うことでそのパフォーマンスを引き出します。最後にそれらをコンテナにまとめてデプロイする方法を学びます。,"Dockerやコンテナとはなにか？Dockerfileを書ける知識については問わない
クラウドとはなにか？
ウェブアプリケーションを何かしら作ったことがある","12 factors appに従った今どきのアプリケーションに求められる特性
Python 3時代のハイパフォーマンスなウェブサービスの実装方法
ビルド時間が短く、性能がよく、サイズも良く、セキュリティも高いDockerイメージを作る",Talk(45min),Advanced,50%,Web programming (including web frameworks),Japanese,Both,"クラウドサービスがどんどん拡充されていく中、大きなウェイトを締めてきているのがコンテナです。本番環境で活用している事例も多く、今後導入を考えている人もどんどん増えています。開発環境の一部としての利用もますます増えています。

https://www.publickey1.jp/blog/20/docker142idc_japan.html
https://www.jetbrains.com/lp/python-developers-survey-2019/

コンテナを知ることで、技術革新の高速道路に乗りやすくなります。Pythonの用途は機械学習を中心として広がっていますし、以前からのウェブアプリケーション開発もあります。そのどの用途であっても、APIサーバー、ウェブサービス、バッチを作ることになりますが、それらはコンテナとして動かすことができ、従量課金のサーバーレスといったコンテナネイティブな運用方法に乗せることができます。費用的にも、管理的にもメリットが得られます。

コンテナで動くアプリケーションにもいくつか作法があります。コンテナという枠の中で動くために自由に触れません。作法に従うことでトラブルを減らすことができますし、コンテナネイティブな設計はシンプルになるため、開発の手間も少なくなります。ウェブフロントエンドのJavaScriptの開発とセットで行う方法など、開発環境、デバッグ方法についても紹介します。

コンテナ中で動くアプリケーションは特定のCPU/メモリの中で動作します。つまり、CPUを引き出すのがコンテナ時代にはハイパフォーマンスに動くアプリケーションの要件になります。Python2がEOLになることで、Python3のasyncioを活かしやすくなります。すでにasyncioを活かすライブラリがたくさん出ています。asyncioの仕組みや基本を紹介したあとに、Python 3時代の高速なウェブアプリケーションやバッチ処理の実装方法についても紹介します。

最後に、Dockerイメージの作成方法を学びます。Dockerイメージ作成も、少し知識がないと、色々選択肢があって迷います。用途に合わせた最適なベースイメージを選択する方法、そして今どきのDockerの機能を生かした効率的なDockerfileの書き方を紹介します。

* 自己紹介(3min)
* コンテナ(15min)
  * コンテナとはなにか
    * コンテナは開発支援ツール
    * コンテナはデプロイツール
    * Lambda/Functionsとの違い
  * 12 factors appに従ったPythonコンテナの作成
    * デバッグ・デプロイ
    * コンテナで動くアプリケーションの今どきのログ出力
    * 分散トレーシング
* コンテナ時代のモダンPythonアーキテクチャ(15min)
  * CPUバウンドとI/Oバウンド
  * コンテナやクラウドの性能を引き出すには？
    * 3系ならasyncio
      * Starlette
      * aiohttp
      * asyncpgなど
* パッケージングしてデプロイ(10min)
  * ビルド時間が短く、性能がよく、サイズも良く、セキュリティも高いイメージを作る
* まとめ(2min)",shibukawa,Python 2.1ぐらいからのPythonユーザー。エキスパートPythonプログラミングの翻訳者の1人。Python以外にはTypeScript/Go/C++あたり。のユーザー。
203955,Python 3.9 時代の型安全な Python の極め方,#pyconjp_2,1,1,"Python は動的型付き言語ですが、「型ヒント」によって変数などに型を定義できます。型ヒントを活用すれば IDE での補完が強力になったり、静的解析で""型安全""にできるなど、動的型付き言語でありながら、型の恩恵を得ることができるのです！
型ヒントの環境は年々進化しています。Python 3.9 でのアップデートや、Google/Microsoft による型チェッカーの公開などもあり、型ヒントを書いたことがあっても最新情報をキャッチアップができていない方も多いと思います。

JX通信社で型ヒントを数年活用して「型の恩恵」を得てきたスピーカーが、最新の型ヒントの活用方法を紹介します。","Python 3 の基本的な文法。必須ではありませんが、静的型付け言語の経験などがあるとスムーズです。
","- 最新の型ヒントの使い方
- mypy などを活用した、型安全な Python の書き方
- 実務での型ヒントや mypy の活用方法",Talk(45min),Intermediate,0%,Python core,Japanese,Japanese only,"このセッションでは、Python 3.5 で公式サポートされた「型ヒント (Type Hint)」について、2020年現在の最新状況を紹介します。

Python は動的型付き言語ですが、型ヒントを使うと、ソースコード上の変数などに型の情報を付与できます。サードパーティーツールと組み合わせれば IDE での補完や型の誤りのチェックなど、静的型付き言語のようなメリットが得られます。
実際に、私が所属する JX 通信社では、なるべく ""型安全"" な Python を書いてチーム開発する文化があり、型を意識した Clean Architecture の実践、CI での型チェックなども行ってきました。

また、Python の型ヒントを取り巻く環境は年々進化しています。文法自体のアップデートもありますが、typing モジュールや typeshed が拡充されていたり、mypy 以外の型チェックツールも Google や Microsoft によって公開されています。

このセッションは、型ヒントを実務で活用してきた経験を活かし、「Python3.9時代」の型ヒントを紹介するのがメインテーマです。主に次のようなトピックを扱います。
1. 型ヒントに関する概要
2. Python 3.9 を想定した型ヒントの使い方
3. 2020年現在のサードパーティーツールによる静的型チェック
4. JX 通信社での実事例

構成とタイムラインは以下の通りです。

- 導入 (7min)
  - 型ヒントとは何か、何でないか
  - 型ヒントでできること
- 型ヒントの書き方 (15min)
  - 基本的な書き方
  - ジェネリクスなどの高度な型の紹介
  - Protocol を使った構造的部分型の紹介
  - Python 3.9、3.8 でのアップデート
- サードパーティーツールの活用 (10min)
  - mypy の紹介
  - pyright、pytypeなどの新しい型チェックツール
  - pydantic の活用
- 型ヒントを実務に活かす (10min)
  - CI に組み込むときのテクニック
  - 型定義されてないライブラリに出会ったとき
- まとめ (1min)
- 質疑応答 (2min)
",yamitzky,株式会社JX通信社の開発担当役員(CDO)。エンジニアとしては、Scala や Python を使ったデータ解析や TypeScript でのフロントエンド開発などを経験
203572,unittest.mockを使って単体テストを書こう 〜より効率的で安定したテストに〜,#pyconjp_3,1,1,"このトークは、Pythonで単体テストを書いたことはあるけれども、モックオブジェクトは知らないという方向けです。
同じテストケースなのに実行結果が異なったり、テストの実行速度が遅くて悩んだことはありませんか。
そんな時の解決策として、モックオブジェクトがあります。
これはプロダクトコードの一部をテスト用オブジェクトに置き換えるというものです。
これをPythonで使うには、unittest.mockモジュールを使います。
このトークでは、モックオブジェクトの基本的な考え方とunittest.mockモジュールの使い方を扱い、
聴衆の方がPythonでモックオブジェクトを適切に使えるようになることを目的としています。","- Pythonで単体テストを書いた経験が必要です。(unittestモジュールでもサードパーティのテストライブラリでもどちらでも構いません）
- unittestモジュールの基本的な文法(assertEqualやassertRaisesなど)を知っている前提なので、単体テスト自体の文法の説明はしません。
- unittest.mockモジュールを利用したことがあると理解しやすいですが、概念や使い方から説明しますので必須ではありません。","モックオブジェクトの考え方
- モックオブジェクトを使う目的
- モックオブジェクトの使い方
- 使い方アンチパターンとその対応策

unittest.mockモジュールの使い方
- unittest.mockモジュールの基本的な文法
- unittest.mock.Mockとunittest.mock.MagicMockの仕組み
- unittest.mockを使って困ったこととその対策
- datetime.datetime.nowをモックするには
- unittest.mock.patchが当たらない原因と対策
- ある関数が呼ばれたことだけテストするには
- 外部APIへのリクエストを含む関数をテストするには",Talk(45min),Intermediate,50%,Tips of development with Python,Japanese,Japanese only,"### 話さないこと
* テスト実行に便利なツールの紹介(coverageなど)
* pytestの紹介及びunittestとの比較
* E2Eテスト、結合テストの話


### 話すこと
単体テストの目的(3分)
単体テストの目的
単体テストを書くメリット

単体テストの理想像(3分)
単体テストは下記の条件が揃っているべきです
- 速く実行されます
- 常に同じ条件下で同じことがテストされます
- 外的要因を排除します
- 1つのテストメソッドは1つのことのみを確認していなければなりません
- テスト対象の関数の振る舞いを担保します

単体テストでモックオブジェクトを使う理由(5分)
- モックオブジェクトを使っていないためテストが失敗したり成功したりする例
- モックオブジェクトの説明
- モックオブジェクトを使った解決策の説明

Pythonのunittest.mockの基本的な使い方(10分)
- 具体的なコードを用いて説明します。


unittest.mock.Mockとunittest.mock.MagicMockの仕組み(8分)
- 具体的なコードを用いて説明します。

モックオブジェクトアンチパターン(5分)
- モックオブジェクトをメンテナンスしない故に、テストは通っているのにバグが発生
- よくテストされた箇所、もしくはテストが不要なほど細分化された箇所のみをモックオブジェクトに置き換えるべきです
- TypeHintで精査して変更した箇所に他の箇所が型違反していないか確認することでアトリビュートの齟齬によるエラーを防げます


unittest.mockモジュールを使って困った点とその対策(5分)
- unittest.mock.patchが当たらない
- assert_called_once_withなど、関数が呼ばれたことを確認する方法
- APIのレスポンスをモックオブジェクトに置き換えることで、外部- APIを呼び出す関数の振る舞いをテストします
- datetime.datetime.nowをモックオブジェクトに置き換えられない場合、datetime.datetime.nowを引数に持たせるかPythonの3rdパーティライブラリ「freezegun」を使ってテストします
",みずき,"2018年に趣味でPythonを始め、2019年1月からずっとPythonでWeb開発に従事しています。
2020年4月から現職。"
203929,数理最適化×機械学習コラボレーションによる課題解決,#pyconjp_5,1,1,"データサイエンスの潮流の中の一つとして、機械学習と数理最適化を組み合わせて課題解決をする流れが出来つつあります。
機械学習の得意なところ、数理最適化での得意なところをコラボレーションさせることによって、データ分析結果から意思決定まで繋げることが可能となります。
具体例としては①メーカーでの需要予測→生産計画立案や物流計画の立案、②人材サービスにおけるスキルシート分析→人材アサイン計画の立案といった例があげられます。このような課題をPythonとPandas、Scikit-Learn、Google OR-Toolsでシームレスに実現することができます。本発表ではGoogle OR-Toolsを使ったコーディング方法、組合せ最適化問題のモデリング、問題分割や計算の高速化方法といった実践的なポイントを事例とともに説明します。","機械学習という言葉を聞いたことがある
数理最適化という言葉を聞いたことがある",Pythonの機械学習/数理最適化ライブラリの名前、使い方、それらを組み合わせた課題解決方法,Talk(30min),Intermediate,50%,Data Science / Machine Learning,Japanese,Japanese only,"データサイエンスの潮流の中の一つとして、機械学習と数理最適化を組み合わせて課題解決をする流れが出来つつあります。
本発表では、Pythonによる機械学習と数理最適化の組み合わせにより課題解決をする方法をご紹介します。

機械学習では、与えられたデータについての判別、分類、予測といったことを得意としています。対して、数理最適化では制約条件と、目的とする評価指標を定義し、その評価指標を最大化（もしくは最小化）する最適解を導きだす、意思決定をするといったことを得意としています。これまでは、何かのデータをそのまま使って数理最適化で意思決定をすることが実施されてきましたが、近年ではデータの蓄積やデジタルトランスフォーメーションにより、ユーザの抱えている問題が複雑化高度化して、解決すべき課題も難しくなってきています。

一例を挙げてみると、メーカーが販売計画や物流計画を作成するとき、元となる過去のデータから、未来の状態を予測して意思決定をしなければなりません。また、過去のデータが文書データである場合には、最適化で利用できるよう数値に変換をしなければなりません。このように、機械学習や自然言語処理を活用して変換や予測した結果を用い、数理最適化で意思決定をすることでデータ分析から、計画立案という意思決定までをPythonを使って実現することができます。

本発表では、弊社での取り組みの一つとして、簡単な自然言語処理と数理最適化を組み合わせた事例を紹介いたします。弊社では人材派遣業をおこなっておりますが、エンジニアの採用という業務の中で、効率よく面接計画を立案しなければならないという課題がありした。実際には、ベテランの営業管理者が、営業担当者のスキルと採用応募者のスキルを照らし合わせ、マッチングの高い組合せでスケジュールの合う担当者を割り当てる、といった作業を毎日実施していました。

営業担当者のスキルとしては、金融、製造といった業種、PythonやJavaといったプログラミング言語、プロジェクトマネージャや、プロジェクトリーダー、SE、PL、PG、データサイエンティストといった担当領域など、いくつかのベクトルがあり、同ように、エンジニア側にもいくつかのベクトルがありました。これらの過去データを機械学習にかけてマッチング度を算出し、営業担当者と採用応募者の面接可能日時を制約条件として、全体的なマッチング度が最も高い面談スケジュールを立案することが可能となります。その効果として、営業部全体での業務負荷低減と効率的な人材確保を期待することができます。

必要なものはPythonとPandas、Scikit-Learn、Google OR-Toolsという誰もが利用できるPythonパッケージです。本発表では事例の他に、Google OR-Toolsを使った基礎的なプログラミングから、組合せ最適化問題のモデリング、問題の分割や計算の高速化といった実践的なポイントも事例とともに紹介いたします。",鈴木　庸氏,"株式会社リーディングエッジ社にて、PythonとOR-Toolsによる需要予測/物流計画最適化を担当しています。Python3スキルアップ教科書の共同著者、オペレーションズリサーチ学会員。

twitter -url:https://twitter.com/suzuki_youji"
203640,Machine Learning Outside the Kaggle Lines,#pyconjp_5,1,2,"Kaggle competitions are great, but what do you do when you have a cool idea for your own machine-learning project? Learn about all the dirty data, bugs of others, and keeping it all running, when building from zero to production. Hear about the mistakes that I've made so you can avoid them yourself.","This talk is for people who are familiar with the popular tools of machine learning in Python, but have little experience with real-world machine learning projects or applications. They know about, and probably have used, libraries such as Numpy, Pandas, Scikit-Learn, and Tensorflow, but mostly in the the context of a class project or Kaggle competition.","From this talk, the audience will learn more about the challenges and pitfalls that come with building their own machine learning applications from scratch, so as to better avoid them and increase their chances of producing a complete, successful project.",Talk(30min),Intermediate,50%,Data Science / Machine Learning,English,English only,"Machine learning is more art than science, and it isn't alway clear how you go from Kaggle competitions to building your own machine learning project from scratch. You have a cool idea, but how do you turn it into an application that you can show off to your friends, basking in the warmth of their envy? More importantly, what mistakes do you need to avoid in order to keep the hope of such basking alive?

Come along and hear of my missteps, assumptions exposed and exploded, and the unpleasant surprises that come from doing machine learning in the wild. You'll learn about how to deal with haphazard data entry, depending on the kindness of strangers, boxes of different shapes and sizes, and, finally, what to do when all of this changes, because it will.

If you're interested in machine learning and are familiar with the basic tools and techniques, but are unsure of how to take a project idea to production, this talk will at least show you what not to do and how not to do it.

Outline:
1. Introduction (2 mins)
    * Explain Aussie Rules Football, footy tipping, and inspiration for the project.
    * Set up structure of the talk: two seasons-worth of work, with what I did wrong in season one, and how I did it better (but not perfectly) for season two.
2. Understanding the Problem (2 mins)
    * Season one: I just built a model to predict winners and losers.
        * I didn't realise that one has to predict margins as well.
    * Season two: I built a model to predict margins.
3. Collecting the Data (5 mins)
    * Season one: I wrote my own web scraper.
    * Season two: I imported data from a package that did the web scraping for me.
        * It's good to share the work rather than go it alone.
        * Use the right tool for the job: importing data from an R package can be less work than getting it yourself.
    * Season one: I panicked and changed my data source, because the original source didn't update at the beginning of the week.
    * Season two: I updated data in accordance with scheduled updates to websites.
        * It's important to understand the source of data in addition to the data itself.
4. Cleaning the Data (5 mins)
    * Season one: I filled and/or dropped blank data and hoped for the best.
    * Season two: I added a lot of assertions about the shape and content of data to raise errors early.
    * Explicit assertions about your assumptions catch buggy data that wouldn't raise errors otherwise.
    * With dynamic data sources, unexpected bugs pop up regularly; static unit tests won't catch them.
5. Model Selection (2 mins)
    * Season one: I started with multi-layer RNNs, because deep learning is the best, right?
    * Season two: I tested a wide variety of model types, and NNs didn't have the best performance.
    * Test your assumptions, because sometimes the results will surprise you.
    * Interpretability and maintainability matter, because this isn't something you turn in for the best possible score then forget about.
6. The Joy of Production (5 mins)
    * Season one: I deployed to Heroku right before the season started, and it didn't work.
        * Some C libraries weren't available in that environment.
        * I deployed a Docker container to make sure all dependencies were in production.
    * Season two: I deployed a container to Heroku right before the season started, and it didn't work.
        * New player data set was too big and exceeded the free-tier memory limit.
        * I paid for a larger server, until I could change the app's architecture.
    * Know the differences between local and production environments, especially the limitations of the latter.
7. Conclusion (2 mins)
    * Season one: despite the mistakes, I won my office footy tipping competition by one whole point.
    * Season two: despite the improvements, I lost my office footy tipping competition by five points.
    * Doing things the right way improves your chances, but doesn't guarantee victory.",Craig Franklin,"Craig is a professional web developer by way of digital marketing and an amateur data scientist by way of wanting to understand what in the world all these numbers mean. Writing Ruby by day, his passion projects are centered around sports, data, and machine learning, all for the ultimate prize of bragging rights. Originally from the suburbs of Seattle, WA, he currently lives in Melbourne, Australia."
203235,PythonからGolangに変更してから再びPythonに戻った理由,#pyconjp_2,1,2,"会社でPythonでGolangを使うことに決めましたが、Pythonに戻った経験を共有します。
そして1ヶ月ぶりにPythonを使ってMirco Serviceをランチすることができました。
なぜGolangに移ることに決め、戻ってきた理由を共有します。
Mirco Serviceの2つをリリースし、PythonとGolangを一緒に使用した経験をもとに、Pythonがなぜこのように生産性が良く、愛されるのかについて話します。","PythonでHTTP Request(requests), JsonやXMLを使用する方法。

Djangoサーバーを作った経験があれば良いですが、なくても理解する上で大きな無理はなさそうです。

そして、Golangに関する基本的な知識があればやはりいいです。 DDDやMSAについて聞いたことがある人なら理解するのに役立つでしょうが、メインテーマではないので大丈夫です。","PythonがGolangに比べて持つ強みは何か(Pythonの魅力)!

Micro Serviceに合わせて言語を選択する方法

PythonでNetwork Requestを送り、Json/XMLを処理する方法

Golangという言語の簡単な使い方",Talk(45min),Intermediate,50%,Tips of development with Python,Japanese,Both,"BUZZVIL(my company)ではPythonとGolangを使用してMonolithic ArchitectureでMicro Service Architectureとして、漸進的に変えています。
したがって、新たに製作するMicro ServiceをGolangで作ったが、すでに使用していたPythonに比べ、不便な点が多かったです。 したがって、Micro Serviceの発売まで長い時間がかかるようになりました。
その次のMicro Serviceは再びPythonを使用するようになり、はるかに短い期間内にオープンが可能になりました。
その過程でどのような点がプロジェクトの進行に影響を与え、Pythonのどんな点が生産性、恒常を持ってくるのか分析しました。


導入
- 自己紹介(3min)
- 会社がMonolithicからMSAに移った背景について (4min)

1. Type System (8min)
1-1. Introduce Golang.
1-2. Duck Typing / Structural Typing
1-3. Functional Programming

2. HTTP Client (8min)
2-1. Python requests
2-2. Golang net/http
2-3. What is the difference?
2-4. Concurrency

3. Handling JSON (8min)
3-1. Python json
3-2. Golang encoding/json
3-3. What is the difference?
3-4. XML の場合どうなるか。

4. 開発環境(8min)
4-1.ORMではどう違うか
4-2. Package 管理者(pip / go mod)
4-3. Lint / Test / Etc


仕上げ

- 現在のプロジェクト結果(2~3min)
- 質疑応答(3min)",Las,恋人に従ってプログラミングを学ぶとプログラマーになった人。 プログラミングを教える高校を出てすぐ会社で仕事中。
203891,Pythonパッケージの影響を歴史から理解してみよう！,#pyconjp_4,1,2,"distutils、easy_install、setuptools、pip、tox、venv、pipenv、poetry などの Python パッケージツールの起源を考えたことがありますか？ このトークでは、「Pythonソフトウェア Distribution」の歴史を紹介します。

コミュニティが Python パッケージを提案する以前、どのように大企業は Python パッケージを作成していたか、ご存知ですか？このトークでは、とある大企業が自作Pythonパッケージシステム運用に苦戦した過去、そこから学んだ教訓、そして最終的にコミュニティのPythonパッケージを採用した理由について紹介します。

Python パッケージの歴史や、大企業が苦戦したPythonパッケージシステム運用話について興味があれば、ぜひ参加してください。","【Prerequisite knowledge】
- Basic experience in python packaging. Related technical terms: distutils, setuptools, pip, and PyPI.

【Optional knowledge】
- Newer Python packaging tools: bento, twine, flit, pipenv, and poetry.
- Famous PEP mentioned in Outline of Description.","- Well-organized history timeline with detail. 
- Learn the history of python packaging and the reason behind different solutions.
- Learn the build system experience from the speaker, and be able to make right decision in the first place if they meet similar problem in the near future.",Talk(45min),Intermediate,50%,Python core,Japanese,Japanese only,"There's a [talk by Dustin](https://www.youtube.com/watch?v=na0hQI5Ep5E) presented similar ""time travel"" content from community perceptive. In this talk, I will present the impact of the evolvement of python packaging and provide my company as an example which built before Python community had Python packaging solution.

The talk contains 2 parts: History (Fact) and Treatment (Action).

In the 1st section, I will cover history of ""Python Software Distribution"" along with few PEP and their corresponding tools, including Metadata (RFC822, PEP241, 314, 345, 426, 459, 566), Database (PEP262, 376, 427, 440), and Runtime (PEP405, 374, 582) and share my insight from the history.

In the 2nd section, I will talk about the treatment for company started before those idiomatic tools built, our learned lessons, and available treatments in 2020.

---

Outline and timeline are as follows.

1.自己紹介と動機 【3分】
2.Python パッケージの歴史 【18分】
  - Python1（2.5分）
    - ソースコードを他の人と共有するには？
  - Python2（3.5分）
    - メタデータ (PEP241 & PEP314 & PEP345 / distutils / setuptools)
    - Python Package Index (easy_install)
    - ソフトウェア Distribution (PEP262)
  - Python3 （5.5分）
    - より良いメタデータ (PEP426 & PEP459 & PEP566)
    - パッケージの依存関係管理 (PEP386 & PEP440 & PEP508)
    - PyPI がパッケージのホスティングを開始 (pip / twine / bento / flit)
    - ソフトウェア Distribution (PEP376 / PEP425 & 427 & 491)
  - Python2+3 & Other Problems（5.5分）
    - 複数 Python バージョンのサポート (tox / virtualenv / PEP405/pipenv)
    - 複数 OS での Python のサポート (PEP513 & PEP517 & PEP571 /  Conda & Anaconda (2014))
    - Poetry: 1つのツールですべてを処理 (PEP517 & PEP518 & PEP582)
3. 歴史から学ぶこと 【4分】
  - Python パッケージの進化
4.コミュニティが Python パッケージを解決する前の挑戦  【12分】
  - Python パッケージに標準はない
  - ゼロからパッケージシステムを構築する
  - 弊社のパッケージシステムの概用
  - 弊社のパッケージシステムの教訓
    - なぜ古いOSを維持するのか?
  - コミュニティソリューションに移行する理由
    - コミュニティソリューションはより速く確実に拡張される
5.コミュニティが Python パッケージを解決した後の挑戦 【5分】
  - 企業とコミュニティの理想的な関係
  - メタデータ標準の数 ∝ ツールの数
    - 2020 年に Python アプリケーションを作成したら...
    - PyPI へパッケージをアップロードしたかったら...
6.まとめ 【3分】

---

7.Python パッケージの歴史に関する資料【0分】
  - 歴史
    - Dustin Ingram @ SciPy 2018: Inside the Cheeseshop: How Python Packaging Works
    - Kenneth Reitz @ PyCon 2018: Pipenv: The Future of Python Dependency Management
    - Clinton Roy @ Kiwi PyCon X (2019): The Packaging Lifecycle with Poetry
    - History of packaging written by Martijn Faassen
- パッケージ
    - Dave Forgac @ PyOhio 2015: Python Packaging from Init to Deploy
    - Elana Hashman @ PyCon 2019: The Black Magic of Python Wheel
    - Official Document: Packaging binary extensions (2013)
- デプロイ（仮想環境）
    - Carl Meyer @ PyCon 2011: Reverse-engineering Ian Bicking's brain: inside pip and virtualenv
    - Bernat Gabor @ EuroPython 2019: Status quo of virtual environments",Kir Chou,A code monkey builds search services in Amazon jungle. This will be the 4th year of his presence in PyCon JP.
203810,関数型Pythonアンチパターン,#pyconjp_3,1,2,"今日関数型プログラミングは一般的技法になりつつあります。うまく取り入れれば、状態変化によるバグを追放し、簡潔なコードを書けるでしょう。
ただし、Pythonの特性を考慮せぬまま他の言語の関数型スタイルを真似ると、趣味的で読みづらいコードになりかねません。
このトークでは、Pythonで実用的なコードを書く上で、たとえ関数型であっても避けるべき書き方を紹介します。具体的には、以下のアンチパターン／パターンを扱います。

* 長い式、複雑なlambdaを書く／式を名付ける
* map・filterを多用する／内包を使う
* 内包やreduceを濫用する／ループを書き、隠蔽する
* クロージャを濫用する／適切にクラスを定義する","Pythonの基礎的な文法の理解。
関数型プログラミングについての基礎知識や、関数型言語を扱った経験があると理解しやすいですが、必須ではありません。","* 関数型プログラミングとは何かという抽象的な理解
* 関数型プログラミングで可読性を壊さないようにするTips
* Pythonicで実用的なコードにおいて、内包表記や高階関数を活用するTips",Talk(30min),Beginner,0%,Python core,Japanese,Japanese only,"まずトークの目標として、いわゆる関数型言語に似たコードを書く方法ではなく、実用的な関数型プログラミングの方法を追求することを述べます。ただし何が良いコードか、Pythonicなコードかということに客観的基準はないことを強調しておきます。
次に関数型プログラミングを次の2点によって定義し、その利点を説明します。

* 高階関数の多用: 抽象的で簡潔なコードを書ける
* 状態変化の追放: バグを減らし、テストしやすくする

そして、Pythonで実用的関数型プログラミングを行う上で避けるべき三つのアンチパターンを紹介します。
一つ目、「長い式、複雑なlambdaを書く」。他の言語における関数型の書き方をまねようとすると、高階関数をずらずら連ね、複雑なラムダ式を書くことになりがちです。ですがPythonは、式の改行がしづらく、ラムダ式も煩雑な言語です。PEP8による一行の文字数制限も厳しいです。むしろ、式は適切に区切り、ラムダ式はローカル関数にして、説明的な名前をつけるとPythonらしいでしょう。
二つ目、「map/filterを多用する」。状態変化なしにコレクション処理を行おうとしたとき、一般的な言語ではmap/filter等を使いますが、Pythonではこの限りではありません。Pythonでは普通内包表記を多用します。イニシャライザにイテレータを取れば自作クラスでも内包表記に近い書き方ができますし、ローカル関数と組み合わせれば複雑な内包もシンプルに書けます。
三つ目、「内包やreduceを濫用する」。Pythonで関数型のプログラムを書こうとして、複雑なreduceや内包表記を書くと読みづらくなりがちです。Guidoもreduceより、状態変化を含むforループを好んでいました。たとえ状態変化を含んではいても、コードを関数に切り出し、変化を隠蔽できれば、実質的には関数型プログラミングと同じであり、可読性も高まります。
四つ目、「クロージャを濫用する」。関数型スタイルにおいては、しばしばクロージャを返す高階関数を使います。ただしPythonにおいては、クラス定義によってほぼ同じ機能を実現できます。オブジェクト指向に慣れた人には、むしろそちらの方が読みやすいでしょう。チームメンバーの好みと相談しつつ、状態変化があったり一定程度複雑な場合はクラス定義に書き換えるといいでしょう。

構成とタイムラインは以下です。

* 導入(5分)
  - 自己紹介
  - 問題設定
* 関数型プログラミングの定義(5分)
  - 高階関数の多用
  - 状態変化の追放
* アンチパターン1: 長い式、複雑なlambdaを書く(3分)
  - アンチパターンの例
  - 長い式がPythonっぽくない理由
  - 式を区切り名付ける
* アンチパターン2: map/filterを多用する(5分)
  - アンチパターンの例
  - 内包表記を使う例
  - 独自クラスで内包表記っぽく書く
  - ローカル関数と組み合わせる
  - map/filterが便利なケース
* アンチパターン3: 内包やreduceを濫用する(4分)
  - アンチパターンの例
  - 状態変化+forを関数に隠蔽する
  - 関数に切り出せば状態変化も問題ない
* アンチパターン4: クロージャを濫用する(5分)
  - アンチパターンの例
  - オブジェクトに書き換える
  - \_\_call\_\_を使う
  - 使い分けを考える
* まとめ(1分)
* 質疑応答(2分)",佑京 鈴木,株式会社ピコラボにて受託研究開発に従事するプログラマ。
203756,Django + SQLAlchemy: シンプルWay,#pyconjp_3,1,3,DjangoのORMはとても便利です。しかし、SQLならすぐに書ける「サブクエリをINNER JOINする」「1つのテーブルを2回OUTER JOINする」といったクエリをDjango ORMで表現するのは苦手です。生のSQLを書いてDjangoで実行する方法もありますが、動的にSQLを組み替えるのが難しくなったりSQL Injectionのリスクもあるためお勧めできません。SQLAlchemyを使えば、この問題を解決できます。このトークでは、SQLAlchemyでSQLの組み立てる方法と、Django上で安全に実行する方法について紹介します。,"Django ORM, SQL",SQLAlchemyの使い方、Djangoとうまく組み合わせて使う方法,Talk(30min),Intermediate,50%,Web programming (including web frameworks),Japanese,Both,"DjangoのORMはとても便利ですが、少し複雑なクエリを組み立てようとすると急に難しくなってしまうことがあります。例えば、サブクエリの結果をINNER JOINしたい場合や、1つのテーブルを2回OUTER JOINしたい場合などは、SQLならすぐに書けるのにDjango ORMで表現するのがとても難しかったり、不可能だったりします。このような場合にSQLを直接書いて `Model.objects.raw()` や `execute()` で実行する方法もありますが、この方法では動的にSQLを組み替えるのが難しくなったりSQL Injectionのリスクもあります。
このトークでは、SQLAlchemyをSQL表現言語として使う事でSQLの組み立てをプログラムで行い、Django上で安全に実行する方法を紹介します。

アジェンダ

* Django ORMで表現が難しいSQLの例
* SQLを直接書いてrawやexecuteで実行する例と問題点
* SQLAlchemyの紹介と簡単な実行例
* 複雑なSQLをSQLAlchemyで組み立てる
* SQLAlchemyとDjangoの連携
",shimizukawa,"BeProud所属。一般社団法人PyCon JP 会計理事。2003年からPythonを使い始め、Python mini Hack-a-thonなどPython関連イベント運営のかたわら、国内外のカンファレンスへ登壇しPython技術情報を発信するなど、公私ともにPythonとその関連技術の普及活動を行っている。最近Drone飛ばし始めました。
著書／訳書：『自走プログラマー（2020年 技術評論社刊）』『Pythonプロフェッショナルプログラミング第3版（2018 秀和システム刊）』『エキスパートPythonプログラミング 改訂2版（2018 アスキードワンゴ刊）』『独学プログラマー（2018 アスキードワンゴ刊）』『Sphinxをはじめよう第2版（2017 オライリー・ジャパン刊）』。
"
